title,url,date,summary
"IPL 2025, RR vs CSK Highlights: Wanindu Hasaranga stars with 4 wickets as Rajasthan Royals defeat Chennai Super Kings by 6 runs",https://indianexpress.com/article/sports/cricket/ipl-2025-rr-vs-csk-live-cricket-score-online-updates-rajasthan-royals-vs-chennai-super-kings-guwahati-scorecard-9913987/,,"IPL 2025, RR vs CSK Highlights: Wanindu Hasaranga stars with 4 wickets as Rajasthan Royals defeat Chennai Super Kings by 6 runs"
RR vs CSK: Where to Watch Rajasthan Royals vs Chennai Super Kings Match?,https://indianexpress.com/article/sports/cricket/rr-vs-csk-live-cricket-score-streaming-online-ipl-2025-9913528/,,RR vs CSK: Where to Watch Rajasthan Royals vs Chennai Super Kings Match?
RR vs CSK: Rajasthan Royals vs Chennai Super Kings impact subs and full squads,https://indianexpress.com/article/sports/cricket/rr-vs-csk-predicted-playing-11-ipl-2025-players-list-rajasthan-royals-chennai-super-kings-9913643/,,RR vs CSK: Rajasthan Royals vs Chennai Super Kings impact subs and full squads
RR vs CSK: What to expect in the Rajasthan Royals vs Chennai Super Kings game,https://indianexpress.com/article/sports/ipl/ipl-2025-rr-vs-csk-pitch-weather-guwahati-barsapara-rajasthan-royals-vs-chennai-super-kings-match-9914063/,,RR vs CSK: What to expect in the Rajasthan Royals vs Chennai Super Kings game
Rajasthan Royals captain Riyan Parag slapped with Rs 12 lakh fine for slow over rate vs Chennai Super Kings,https://indianexpress.com/article/sports/ipl/rr-captain-riyan-parag-12-lakhs-fine-slow-over-rate-csk-9916314/,,Rajasthan Royals captain Riyan Parag slapped with Rs 12 lakh fine for slow over rate vs Chennai Super Kings
‘It was an incredible knock of the highest standard’: Kane Williamson lauds Nitish Rana for 81-run innings vs Chennai Super Kings,https://indianexpress.com/article/sports/ipl/kane-williamson-lauds-nitish-rana-incredible-knock-rr-vs-csk-9916424/,,‘It was an incredible knock of the highest standard’: Kane Williamson lauds Nitish Rana for 81-run innings vs Chennai Super Kings
Rajasthan Royals ring more alarm bells for Chennai Super Kings,https://indianexpress.com/article/sports/ipl/rajasthan-royals-ring-more-alarm-bells-for-chennai-super-kings-9915181/,,Rajasthan Royals ring more alarm bells for Chennai Super Kings
‘That decision was very good’: Nitish Rana on being promoted to No.3 in RR vs CSK match,https://indianexpress.com/article/sports/ipl/nitish-rana-rajasthan-royals-no-3-batting-promotion-csk-9916482/,,‘That decision was very good’: Nitish Rana on being promoted to No.3 in RR vs CSK match
RR vs CSK: Jofra Archer bowls first maiden over of IPL 2025,https://indianexpress.com/article/sports/ipl/rr-vs-csk-jofra-archer-bowls-first-maiden-over-of-2025-9915036/,,RR vs CSK: Jofra Archer bowls first maiden over of IPL 2025
‘F*****g frustrated… befuddlement is too weak a term’: Robin Uthappa on Dhoni batting at No 9 for CSK,https://indianexpress.com/article/sports/ipl/frustrated-befuddlement-robin-uthappa-on-dhoni-batting-at-no-9-9916236/,,‘F*****g frustrated… befuddlement is too weak a term’: Robin Uthappa on Dhoni batting at No 9 for CSK
Ambati Rayudu: ‘Some of CSK’s mistakes were quite painful to watch’ against Rajasthan Royals,https://indianexpress.com/article/sports/ipl/ambati-rayudu-csk-mistakes-quite-painful-watch-rajasthan-royals-9915658/,,Ambati Rayudu: ‘Some of CSK’s mistakes were quite painful to watch’ against Rajasthan Royals
