title,url,date,summary
"IPL 2025, KKR vs SRH Live Cricket Score Streaming Online: Kolkata Knight Riders vs Sunrisers Hyderabad Match Live Free – When and Where to Watch?",https://indianexpress.com/article/sports/ipl/kkr-vs-srh-live-cricket-streaming-online-ipl-2025-match-15-when-and-where-to-watch-kolkata-knight-riders-vs-sunrisers-hyderabad-match-9921008/,,"IPL 2025, KKR vs SRH Live Cricket Score Streaming Online: Kolkata Knight Riders vs Sunrisers Hyderabad Match Live Free – When and Where to Watch?"
"KKR vs SRH Predicted Playing 11, IPL 2025: Kolkata Knight Riders vs Sunrisers Hyderabad Players list, impact subs, full squads",https://indianexpress.com/article/sports/ipl/ipl-2025-kkr-vs-srh-playing-11-dream11-team-prediction-today-15th-match-impact-player-full-squad-players-list-9920923/,,"KKR vs SRH Predicted Playing 11, IPL 2025: Kolkata Knight Riders vs Sunrisers Hyderabad Players list, impact subs, full squads"
"KKR vs SRH head-to-head, IPL 2025: Can Kolkata Knight Riders’ home dominance spell doom for Sunrisers Hyderabad at Eden Gardens?",https://indianexpress.com/article/sports/ipl/kkr-vs-srh-head-to-head-record-ipl-2025-can-kolkata-knight-riders-home-dominance-spell-doom-for-sunrisers-hyderabad-at-eden-gardens-9921014/,,"KKR vs SRH head-to-head, IPL 2025: Can Kolkata Knight Riders’ home dominance spell doom for Sunrisers Hyderabad at Eden Gardens?"
"IPL 2025, MI vs KKR Highlights: Ryan Rickelton, debutant Ashwani shine in Mumbai Indians 8-wicket win over Kolkata Knight Riders",https://indianexpress.com/article/sports/cricket/mi-vs-kkr-live-score-ipl-2025-live-cricket-score-online-today-match-mumbai-indians-vs-kolkata-knight-riders-ajinkya-rahane-hardik-pandya-9914985/,,"IPL 2025, MI vs KKR Highlights: Ryan Rickelton, debutant Ashwani shine in Mumbai Indians 8-wicket win over Kolkata Knight Riders"
"‘Collective batting failure’, says Kolkata Knight Riders captain Ajinkya Rahane after MI thrash them by 8 wickets",https://indianexpress.com/article/sports/ipl/ajinkya-rahane-collective-batting-failure-mi-vs-kkr-9916811/,,"‘Collective batting failure’, says Kolkata Knight Riders captain Ajinkya Rahane after MI thrash them by 8 wickets"
"Who is Ashwani Kumar, the Mumbai Indians debutant who took 4 wickets vs Kolkata Knight Riders",https://indianexpress.com/article/sports/ipl/ashwani-kumar-mumbai-indains-ipl-debut-vs-kolkata-knight-riders-9916575/,,"Who is Ashwani Kumar, the Mumbai Indians debutant who took 4 wickets vs Kolkata Knight Riders"
‘It looked like he had that zip and late swing’: Mumbai Indians captain Hardik Pandya lauds debutant Ashwani Kumar’s match-winning performance vs KKR,https://indianexpress.com/article/sports/ipl/mumbai-indians-hardik-pandya-ashwani-kumar-praise-kkr-9916843/,,‘It looked like he had that zip and late swing’: Mumbai Indians captain Hardik Pandya lauds debutant Ashwani Kumar’s match-winning performance vs KKR
"‘Didn’t have lunch today, only ate a banana’: Ashwani Kumar after recording best figures by an Indian player on IPL debut with 4/24 vs KKR",https://indianexpress.com/article/sports/ipl/ashwani-kumar-reacts-first-indian-ipl-debut-4-wickets-mi-vs-kkr-9916660/,,"‘Didn’t have lunch today, only ate a banana’: Ashwani Kumar after recording best figures by an Indian player on IPL debut with 4/24 vs KKR"
What secret ingredient did KKR’s celebrity chef add to the Kolkata Biryani specially for Rahmanullah Gurbaz?,https://indianexpress.com/article/sports/ipl/secret-ingredient-kkr-celebrity-chef-special-kolkata-biryani-for-rahmanullah-gurbaz-9916341/,,What secret ingredient did KKR’s celebrity chef add to the Kolkata Biryani specially for Rahmanullah Gurbaz?
IPL 2025: KKR self-combust as MI rookie Ashwani Kumar has a night to remember,https://indianexpress.com/article/sports/ipl/ipl-2025-mi-beat-kkr-mumbai-indians-v-kolkata-knight-riders-wankhede-ashwani-9916822/,,IPL 2025: KKR self-combust as MI rookie Ashwani Kumar has a night to remember
"WATCH: Suryakumar Yadav’s half flick-scoop shot, stunned Ryan Rickelton tells KKR’s Quinton de Kock ‘he’s a joke’",https://indianexpress.com/article/sports/ipl/suryakumar-yadav-flick-scoop-rickelton-de-kock-joke-mi-vs-kkr-2025-9917248/,,"WATCH: Suryakumar Yadav’s half flick-scoop shot, stunned Ryan Rickelton tells KKR’s Quinton de Kock ‘he’s a joke’"
