Team1,Team2,Time,Venue,Predicted_Winner,Confidence,Reason
Mumbai Indians,Kolkata Knight Riders,7:30 PM,Mumbai,Kolkata Knight Riders,50,Higher win percentage (51.6% vs 54.0%) and more IPL titles (4 vs 1)
