title,url,date,summary
Rohit Sharma: ‘Immediate goal is to win IPL and bring glory back to Mumbai Indians’,https://indianexpress.com/article/sports/ipl/rohit-sharma-immediate-goal-win-ipl-bring-glory-mumbai-indians-9919795/,,Rohit Sharma: ‘Immediate goal is to win IPL and bring glory back to Mumbai Indians’
Who are the top Indian players scouted by Mumbai Indians through IPL over the years,https://indianexpress.com/article/sports/ipl/mumbai-indians-scouting-ipl-talents-indian-premier-league-mi-pandya-bumrah-ashwani-vignesh-9918145/,,Who are the top Indian players scouted by Mumbai Indians through IPL over the years
‘It looked like he had that zip and late swing’: Mumbai Indians captain Hardik Pandya lauds debutant Ashwani Kumar’s match-winning performance vs KKR,https://indianexpress.com/article/sports/ipl/mumbai-indians-hardik-pandya-ashwani-kumar-praise-kkr-9916843/,,‘It looked like he had that zip and late swing’: Mumbai Indians captain Hardik Pandya lauds debutant Ashwani Kumar’s match-winning performance vs KKR
"‘Psychologically, it’s a challenge’: Former Mumbai Indians bowling coach Shane Bond on Jasprit Bumrah’s comeback after injury",https://indianexpress.com/article/sports/ipl/shane-bond-jasprit-bumrah-mumbai-indians-comeback-challenge-9916433/,,"‘Psychologically, it’s a challenge’: Former Mumbai Indians bowling coach Shane Bond on Jasprit Bumrah’s comeback after injury"
"From Bumrah, Pandya brothers to Ashwani, Vignesh: India’s got talent, Mumbai Indians have scouts",https://indianexpress.com/article/sports/ipl/how-mumbai-indians-scout-talent-vignesh-puthur-ashwani-kumar-9920147/,,"From Bumrah, Pandya brothers to Ashwani, Vignesh: India’s got talent, Mumbai Indians have scouts"
"Who is Ashwani Kumar, the Mumbai Indians debutant who took 4 wickets vs Kolkata Knight Riders",https://indianexpress.com/article/sports/ipl/ashwani-kumar-mumbai-indains-ipl-debut-vs-kolkata-knight-riders-9916575/,,"Who is Ashwani Kumar, the Mumbai Indians debutant who took 4 wickets vs Kolkata Knight Riders"
"Michael Vaughan slams Rohit Sharma’s ‘average’ IPL record: Come on, get MI off to a start",https://indianexpress.com/article/sports/ipl/michael-vaughan-slams-rohit-sharma-average-record-mi-ipl-2025-9917300/,,"Michael Vaughan slams Rohit Sharma’s ‘average’ IPL record: Come on, get MI off to a start"
IPL 2025: KKR self-combust as MI rookie Ashwani Kumar has a night to remember,https://indianexpress.com/article/sports/ipl/ipl-2025-mi-beat-kkr-mumbai-indians-v-kolkata-knight-riders-wankhede-ashwani-9916822/,,IPL 2025: KKR self-combust as MI rookie Ashwani Kumar has a night to remember
"‘Collective batting failure’, says Kolkata Knight Riders captain Ajinkya Rahane after MI thrash them by 8 wickets",https://indianexpress.com/article/sports/ipl/ajinkya-rahane-collective-batting-failure-mi-vs-kkr-9916811/,,"‘Collective batting failure’, says Kolkata Knight Riders captain Ajinkya Rahane after MI thrash them by 8 wickets"
"MI’s newest boombox Ashwani Kumar: Started with Rs 30 for share autos, bowled pace with ordinary canvas shoes and developed quick-arm action",https://indianexpress.com/article/sports/ipl/ashwani-kumar-mumbai-indians-profile-share-auto-old-shoes-9916884/,,"MI’s newest boombox Ashwani Kumar: Started with Rs 30 for share autos, bowled pace with ordinary canvas shoes and developed quick-arm action"
IPL LSG vs PBKS Live Streaming,https://indianexpress.com/article/sports/cricket/lsg-vs-pbks-ipl-2025-live-cricket-score-streaming-online-9916789/,,
"IPL 2025, KKR vs SRH Live Cricket Score Streaming Online: Kolkata Knight Riders vs Sunrisers Hyderabad Match Live Free – When and Where to Watch?",https://indianexpress.com/article/sports/ipl/kkr-vs-srh-live-cricket-streaming-online-ipl-2025-match-15-when-and-where-to-watch-kolkata-knight-riders-vs-sunrisers-hyderabad-match-9921008/,,
Pakistani immigrant’s kindness gives Indian student a life-changing opportunity in Canada,https://indianexpress.com/article/trending/trending-globally/pakistani-immigrant-kindness-give-indian-student-life-changing-opportunity-in-canada-viral-9922266/,,
"US President Donald Trump’s tariff speech omits crypto, Bitcoin price drops",https://indianexpress.com/article/technology/donald-trumps-tariff-speech-omits-crypto-yet-sparks-bitcoin-price-drop-9922278/,,
"Did Kim Sae Ron try to break up with Kim Soo Hyun? Alleged chat shows her frustration: ‘Oppa, when you miss me…’",https://indianexpress.com/article/entertainment/web-series/did-kim-sae-ron-try-to-break-up-with-kim-soo-hyun-alleged-chat-shows-her-frustration-oppa-when-you-miss-me-9922190/,,
"Bengal BJP demands CM’s resignation, CPI(M) slams TMC as SC upholds dismissal of over 25,000 teachers",https://indianexpress.com/article/cities/kolkata/bengal-school-jobs-scam-tmc-sc-dismissal-teachers-9922195/,,
