title,url,date,summary
"IPL 2025, MI vs KKR Live Cricket Score Streaming Online: Where to Watch Mumbai Indians vs Kolkata Knight Riders Match Live Free?",https://indianexpress.com/article/sports/cricket/ipl-2025-mi-vs-kkr-live-cricket-score-streaming-online-mumbai-v-kolkata-9914576/,,"IPL 2025, MI vs KKR Live Cricket Score Streaming Online: Where to Watch Mumbai Indians vs Kolkata Knight Riders Match Live Free?"
"MI vs KKR Predicted Playing 11, IPL 2025: Players list, Mumbai Indians vs Kolkata Knight Riders impact subs and full squads",https://indianexpress.com/article/sports/ipl/mi-vs-kkr-predicted-playing-11-ipl-2025-players-list-mumbai-indians-vs-kolkata-knight-riders-impact-subs-and-full-squads-9915115/,,"MI vs KKR Predicted Playing 11, IPL 2025: Players list, Mumbai Indians vs Kolkata Knight Riders impact subs and full squads"
"IPL 2025, GT vs MI Highlights: Gujarat Titans beat Mumbai Indians by 36 runs in Ahmedabad",https://indianexpress.com/article/sports/cricket/gt-vs-mi-live-cricket-score-ipl-2025-live-score-today-match-gujarat-titans-vs-mumbai-indians-live-cricket-scorecard-updates-9913110/,,"IPL 2025, GT vs MI Highlights: Gujarat Titans beat Mumbai Indians by 36 runs in Ahmedabad"
GT vs MI IPL 2025: Where to Watch Gujarat Titans vs Mumbai Indians Match?,https://indianexpress.com/article/sports/ipl/ipl-2025-gt-vs-mi-live-cricket-score-streaming-online-where-to-watch-gujarat-titans-vs-mumbai-indians-match-live-free-9911191/,,GT vs MI IPL 2025: Where to Watch Gujarat Titans vs Mumbai Indians Match?
"IPL 2025, GT vs MI: What to expect in the Gujarat Titans vs Mumbai Indians game",https://indianexpress.com/article/sports/ipl/ipl-2025-gt-vs-mi-narendra-modi-stadium-ahmedabad-weather-pitch-report-9912800/,,"IPL 2025, GT vs MI: What to expect in the Gujarat Titans vs Mumbai Indians game"
"GT vs MI Predicted Playing 11, IPL 2025: Players list, Gujarat Titans vs Mumbai Indians impact subs and full squads",https://indianexpress.com/article/sports/ipl/gt-vs-mi-predicted-playing-11-ipl-2025-players-list-gujarat-titans-mumbai-indians-9911185/,,"GT vs MI Predicted Playing 11, IPL 2025: Players list, Gujarat Titans vs Mumbai Indians impact subs and full squads"
"IPL 2025, MI vs KKR Wankhede Stadium Pitch Report, Weather: Here’s what to expect from pitch and weather in Mumbai",https://indianexpress.com/article/sports/ipl/ipl-2025-mi-vs-kkr-wankhede-stadium-pitch-report-weather-heres-what-to-expect-from-pitch-and-weather-in-mumbai-9915822/,,"IPL 2025, MI vs KKR Wankhede Stadium Pitch Report, Weather: Here’s what to expect from pitch and weather in Mumbai"
"MI vs KKR, IPL 2025: Sunil Narine declared fit to play as Chandrakant Pandit downplays pitch controversy at Eden Gardens",https://indianexpress.com/article/sports/ipl/kkr-vs-mi-ipl-2025-sunil-narine-fit-to-play-mumbai-v-kolkata-9914840/,,"MI vs KKR, IPL 2025: Sunil Narine declared fit to play as Chandrakant Pandit downplays pitch controversy at Eden Gardens"
"Watch: Jasprit Bumrah starts bowling at NCA, sparks hopes of quick return for Mumbai Indians",https://indianexpress.com/article/sports/ipl/jasprit-bumrah-injury-update-bowling-at-nca-return-mumbai-indians-9915922/,,"Watch: Jasprit Bumrah starts bowling at NCA, sparks hopes of quick return for Mumbai Indians"
"Prasidh Krishna, Sai Sudharsan sparkle as Gujarat Titans roll over Mumbai Indians on black-soil Ahmedabad pitch",https://indianexpress.com/article/sports/ipl/prasidh-krishna-sai-sudharsan-gujarat-titans-mumbai-indians-9913610/,,"Prasidh Krishna, Sai Sudharsan sparkle as Gujarat Titans roll over Mumbai Indians on black-soil Ahmedabad pitch"
‘What I want to do for this team has not changed’: Rohit Sharma reflects on his Mumbai Indians journey,https://indianexpress.com/article/sports/ipl/rohit-sharma-reflects-on-mumbai-indians-journey-9913293/,,‘What I want to do for this team has not changed’: Rohit Sharma reflects on his Mumbai Indians journey
IPL 2025|Two losses typical of MI; they are on right track to win title: Sanjay Manjrekar’s audacious claims,https://indianexpress.com/article/sports/ipl/ipl-2025-sanjay-manjrekar-on-mumbai-indians-losing-streak-performance-9914245/,,IPL 2025|Two losses typical of MI; they are on right track to win title: Sanjay Manjrekar’s audacious claims
"Rahul Gandhi writes to PM Modi, urges Centre to cancel offshore mining blocks tenders",https://indianexpress.com/article/india/rahul-gandhi-pm-modi-centre-offshore-mining-cancel-tenders-9915897/,,
"‘Sridevi and Mithun Chakraborty would fight all night,’ reveals Karan Razdan: ‘He is a very emotional man’",https://indianexpress.com/article/entertainment/bollywood/sridevi-and-mithun-chakraborty-would-fight-all-night-reveals-karan-razdan-he-is-a-very-emotional-man-9915830/,,
"Jamie Lever on battling body image issues, being told ‘big hips are an embarrassment’: ‘Have always covered lower body with long t-shirts or kurtis’",https://indianexpress.com/article/lifestyle/jamie-lever-embarrassment-around-hips-body-image-expert-9912903/,,
